Watershed ID	Location	State Code	Alternate Name	Watershed Name	Latitude (DMS)	Longitude (DMS)	Latitude (dec deg)	Longitude (dec deg)	Acres	Area (km2)	Start Date	End Date	ARS DB Years	Data URL	Notes
48012	MEXICAN SPR.	NM	Alternate_Name	W-15					4740.	19.1821	1937-01-01	1939-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
49001	SANTA FE	NM	Alternate_Name	W-I					141.	0.5706	1939-07-01	1948-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
49002	SANTA FE	NM	Alternate_Name	W-II					790.	3.197	1939-07-01	1948-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
49003	SANTA FE	NM	Alternate_Name	W-III					51.6	0.2088	1939-07-01	1948-12-31		https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
50001	PLACERVILLE	CA	Alternate_Name	W-1					41.	0.1659	1935-12-01	1944-12-31			 
51001	SANTA PAULA	CA	Alternate_Name	W-1					413.	1.6714	1938-10-31	1942-01-01			 
51002	SANTA PAULA	CA	Alternate_Name	W-3					106.	0.429	1938-10-31	1942-01-01			 
51003	SANTA PAULA	CA	Alternate_Name	W-4					44.4	0.1797	1938-10-31	1942-01-01			 
51004	SANTA PAULA	CA	Alternate_Name	W-5					55.1	0.223	1938-10-31	1942-01-01			 
51005	SANTA PAULA	CA	Alternate_Name	W-6					163.	0.6596	1938-10-31	1942-01-01			 
51006	SANTA PAULA	CA	Alternate_Name	H.B.R.					735.	2.9744	1936-09-01	1942-06-31			 
51007	SANTA PAULA	CA	Alternate_Name	L.A.					1607.	6.5033	1934-09-01	1940-05-31			 
51008	SANTA PAULA	CA	Alternate_Name	H.P.R.					1832.	7.4138	1934-09-01	1943-06-31			 
51009	SANTA PAULA	CA	Alternate_Name	H.A.B.					5939.	24.0343	1934-10-01	1937-06-31			 
52001	SEBASTOPOL	CA	Alternate_Name	W-1					3.	0.0121	1936-10-01	1943-07-31			 
52002	SEBASTOPOL	CA	Alternate_Name	W-2					56.	0.2266	1936-01-01	1940-03-31			 
53001	VACAVILLE	CA	Alternate_Name	W-I					40.	0.1619	1937-09-01	1942-12-31			 
54001	WATSONVILLE	CA	Alternate_Name	W-1					16.8	0.068					 
54002	WATSONVILLE	CA	Alternate_Name	W-2					18.5	0.0749					 
54003	WATSONVILLE	CA	Alternate_Name	W-3					27.4	0.1109	1938-10-01	1942-12-31			 
54004	WATSONVILLE	CA	Alternate_Name	W-4					10.1	0.0409	1938-10-01	1942-12-31			 
55001	EMMETT	ID	Alternate_Name	W-1					219.4	0.8879	1938-09-01	1941-12-31		https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
55002	EMMETT	ID	Alternate_Name	W-2					69.4	0.2809	1938-09-01	1941-12-31		https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
56001	MOSCOW	ID	Moscow	W-1	464620	-1165639	46.77222	-116.94417	146.8	0.5941	1937-11-01	1942-12-31	1937-1942	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
56002	MOSCOW	ID	Moscow	W-2	464638	-1170000	46.77722	-117.0	177.9	0.7199	1937-11-01	1944-12-31	1937-1944	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
56003	MOSCOW	ID	Moscow	ROCKMAIN					53.11	0.2149	1976-12-07	1979-07-05	1976-1979	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
56004	MOSCOW	ID	Moscow	ROCKCHCK					2.22	0.009	1976-12-07	1979-07-05	1976-1979	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
57001	NEWBERG	OR	Alternate_Name	W-1					13.2	0.0534	1938-09-01	1942-12-31			 
57002	NEWBERG	OR	Alternate_Name	W-2					21.6	0.0874	1938-09-01	1942-12-31			 
57003	NEWBERG	OR	Alternate_Name	W-3					12.8	0.0518	1938-09-01	1942-12-31			 
57004	NEWBERG	OR	Alternate_Name	W-4					6.2	0.0251	1938-09-01	1942-12-31			 
58001	DAYTON	WA	Alternate_Name	W-1					19.2	0.0777	1939-08-01	1942-12-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
59001	PULLMAN	WA	Alternate_Name	S.F.P.R.					51900.	210.032	1934-10-01	1940-06-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
59002	PULLMAN	WA	Alternate_Name	M.F.C.					17600.	71.2247	1934-10-01	1940-06-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
59003	PULLMAN	WA	Alternate_Name	F.M.C.					46000.	186.1556	1934-10-01	1940-06-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60001	PULLMAN	WA	Alternate_Name	G.S.2					68.2	0.276	1931-01-01	1946-12-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60002	PULLMAN	WA	Alternate_Name	G.S.4					2.33	0.0094	1931-01-01	1938-12-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60003	PULLMAN	WA	Alternate_Name	G.S.5					14.4	0.0583	1932-01-01	1946-12-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60004	PULLMAN	WA	Alternate_Name	G.S.6					15.2	0.0615	1932-01-01	1946-10-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60005	PULLMAN	WA	Alternate_Name	G.S.7					16700.	67.5826	1932-01-01	1938-06-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60006	PULLMAN	WA	Alternate_Name	G.S.8					762.	3.0837	1934-01-01	1941-12-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60007	PULLMAN	WA	Alternate_Name	G.S.9					879.	3.5572	1941-07-01	1946-10-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
60008	PULLMAN	WA	Alternate_Name	G.S.10					4430.	17.9276	1941-07-01	1947-07-31		https://hrsl.ba.ars.usda.gov/wdc/wa.htm	 
61001	MONTICELLO	IL	Alternate_Name	IA	395942	-883845	39.995	-88.64583	2.	0.0081	1949-07-01	1981-12-31	1949-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61002	MONTICELLO	IL	Alternate_Name	IB	395942	-883845	39.995	-88.64583	45.5	0.1841	1949-09-01	1981-12-31	1949-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61003	MONTICELLO	IL	Alternate_Name	W1					390.0	1.5783	1951-12-08	1979-08-19	1951-1979	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61004	MONTICELLO	IL	Alternate_Name	W2					63.0	0.255	1950-04-11	1978-12-03	1950-1978	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61011	MONTICELLO	IL	Alternate_Name	IA1					30.5	0.1234	1949-07-01	1981-12-31	1980-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61012	MONTICELLO	IL	Alternate_Name	IB1					33.0	0.1335	1949-09-01	1981-12-31	1980-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61021	MONTICELLO	IL	Alternate_Name	IA2					18.2	0.0737	1949-07-01	1981-12-31	1980-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61022	MONTICELLO	IL	Alternate_Name	IB2					25.0	0.1012	1949-09-01	1981-12-31	1981-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
61031	MONTICELLO	IL	Alternate_Name	IA3					3.9	0.0158	1949-07-01	1981-12-31	1980-1981	https://hrsl.ba.ars.usda.gov/wdc/il.htm	 
62001	OXFORD	MS	Pigeon Roost	W-4	344228	-892939	34.70778	-89.49417	2000.	8.0937	1957-01-01	1964-12-31	1969-1974	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62001	OXFORD	MS	Pigeon Roost	W-4	344228	-892939	34.70778	-89.49417	1580.	6.394	1965-01-01	1979-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62002	OXFORD	MS	Pigeon Roost	W-5	344155	-893044	34.69861	-89.51222	1130.	4.573	1957-01-01	1969-09-30	1969-1974	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62002	OXFORD	MS	Pigeon Roost	W-5	344155	-893044	34.69861	-89.51222	1000.	4.0469	1969-10-01	1979-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62003	OXFORD	MS	Pigeon Roost	W-10	344141	-893610	34.69472	-89.60278	5530.	22.3791	1957-01-01	1972-12-31	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62004	OXFORD	MS	Pigeon Roost	W-12	344200	-893220	34.7	-89.53889	22800.	92.2684	1957-01-01	1973-12-31	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62005	OXFORD	MS	Pigeon Roost	W-17	344511	-893454	34.75306	-89.58167	32100.	129.9042	1957-01-01	1979-12-31	1969-1974	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62006	OXFORD	MS	Pigeon Roost	W-19					243.	0.9834	1957-01-01	1964-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62007	OXFORD	MS	Pigeon Roost	W-24	344548	-893454	34.76333	-89.58167	511.	2.0679	1957-01-01	1961-12-31	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62007	OXFORD	MS	Pigeon Roost	W-24	344548	-893454	34.76333	-89.58167	512.	2.072	1962-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62008	OXFORD	MS	Pigeon Roost	W-28	344406	-892724	34.735	-89.45667	1080.	4.3706	1957-01-01	1973-12-31	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62009	OXFORD	MS	Pigeon Roost	W-30					113.	0.4573	1957-01-01	1959-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62010	OXFORD	MS	Pigeon Roost	W-32	344256	-893730	34.71556	-89.625	20000.	80.9372	1957-01-01	1979-12-31	1969-1974	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62011	OXFORD	MS	Pigeon Roost	W-34	344534	-894145	34.75944	-89.69583	75000.	303.5145	1957-01-01	1969-12-31	1969-1974	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62011	OXFORD	MS	Pigeon Roost	W-34	344534	-894145	34.75944	-89.69583	75000.	303.5145	1971-01-01	1979-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62012	OXFORD	MS	Pigeon Roost	W-35	343909	-893810	34.6525	-89.63611	7550.	30.5538	1957-01-01	1976-12-31	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62013	OXFORD	MS	Pigeon Roost	WC-1					3.88	0.0157	1958-01-01	1977-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62014	OXFORD	MS	Pigeon Roost	WC-2					1.45	0.0059	1958-01-01	1977-12-31	1965-1972	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62015	OXFORD	MS	Pigeon Roost	WC-3					1.61	0.0065	1958-01-01	1977-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62016	OXFORD	MS	Pigeon Roost	WP-4					3.01	0.0122	1958-01-01	1963-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62017	OXFORD	MS	Pigeon Roost	W-17A	344548	-894325	34.76333	-89.72361	3200.	12.95	1957-01-01	Present	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62018	OXFORD	MS	Pigeon Roost	W-35A	343915	-893818	34.65417	-89.63833	1090.	4.4111	1957-01-01	Present	1969-1971	https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
62019	OXFORD	MS	Pigeon Roost	W-5A					15.7	0.0635	1972-01-01	1979-12-31		https://hrsl.ba.ars.usda.gov/wdc/ms.htm	 
63001	TOMBSTONE	AZ	Walnut Gulch	W-1	314445	-1100910	31.74583	-110.15278	36900.	149.3291	1954-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63002	TOMBSTONE	AZ	Walnut Gulch	W-2	314405	-1100555	31.73472	-110.09861	28100.	113.7168	1954-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63003	TOMBSTONE	AZ	Walnut Gulch	W-3	314357	-1100325	31.7325	-110.05694	2220.	8.984	1954-05-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63004	TOMBSTONE	AZ	Walnut Gulch	W-4	314419	-1100240	31.73861	-110.04444	560.	2.2662	1954-06-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63005	TOMBSTONE	AZ	Walnut Gulch	W-5					5510.	22.2982	1954-01-01	1973-12-31	1968-1973	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63006	TOMBSTONE	AZ	Walnut Gulch	W-6	314355	-1100305	31.73194	-110.05139	23500.	95.1012	1962-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63007	TOMBSTONE	AZ	Walnut Gulch	6307	314402	-1100555	31.73389	-110.09861	3340.	13.5165	1966-06-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63008	TOMBSTONE	AZ	Walnut Gulch	6308	314323	-1100239	31.72306	-110.04417	3830.	15.4995	1963-07-31	1990-12-31	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63009	TOMBSTONE	AZ	Walnut Gulch	6309	314308	-1100130	31.71889	-110.025	5830.	23.5932	1968-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63010	TOMBSTONE	AZ	Walnut Gulch	6310	314315	-1100123	31.72083	-110.02306	4110.	16.6326	1968-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63011	TOMBSTONE	AZ	Walnut Gulch	6311	314428	-1095940	31.74111	-109.99444	2035.	8.2354	1963-01-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63015	TOMBSTONE	AZ	Walnut Gulch	6315	314246	-1100225	31.71278	-110.04028	5912.	23.925	1965-06-01	Present	1968-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63101	TOMBSTONE	AZ	Lucky Hills	LUCK.H.1	314430	-1100315	31.74167	-110.05417	3.2	0.0129	1962-01-01	1986-12-31	1962-1976	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63102	TOMBSTONE	AZ	Lucky Hills	LUCK.H.2	314430	-1100315	31.74167	-110.05417	3.6	0.0146	1963-01-01	Present	1963-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63103	TOMBSTONE	AZ	Lucky Hills	LUCK.H.3	314430	-1100315	31.74167	-110.05417	9.10	0.0368	1963-07-01	Present	1963-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63104	TOMBSTONE	AZ	Lucky Hills	LUCK.H.4	314430	-1100315	31.74167	-110.05417	11.2	0.0453	1963-01-01	Present	1963-1976	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63105	TOMBSTONE	AZ	Lucky Hills	LUCK.H.5	314430	-1100315	31.74167	-110.05417	.45	0.0018	1965-01-01	1986-12-31	1965-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63106	TOMBSTONE	AZ	Lucky Hills	LUCK.H.6	314430	-1100315	31.74167	-110.05417	.85	0.0034	1965-01-01	Present	1965-1977	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63111	TOMBSTONE	AZ	Kendall	KENDALL1	314405	-1095653	31.73472	-109.94806	143.	0.5787	1962-01-01	1986-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63112	TOMBSTONE	AZ	Kendall	KENDALL2	314410	-1095640	31.73611	-109.94444	4.6	0.0186	1962-01-01	1986-12-31	1962-1975	https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63113	TOMBSTONE	AZ	Kendall	KENDALL3	314417	-1095635	31.73806	-109.94306	70.	0.2833	1966-01-01	1986-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63121	TOMBSTONE	AZ	Holiday Ranch	HOL.RNCH	314350	-1100214	31.73056	-110.03722	13.4	0.0542	1972-01-01	1986-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63122	TOMBSTONE	AZ	Cowen	COWEN122	314437	-1100058	31.74361	-110.01611	2.4	0.0097	1974-01-01	1990-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63124	TOMBSTONE	AZ	Cowen	COWEN124	314437	-1100058	31.74361	-110.01611	5.4	0.0219	1974-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63201	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314420	-1100805	31.73889	-110.13472	109.0	0.4411	1966-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63207	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314156	-1100135	31.69889	-110.02639	264.0	1.0684	1959-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63208	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314455	-1100122	31.74861	-110.02278	268.0	1.0846	1969-01-01	1986-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63212	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314052	-1100042	31.68111	-110.01167	782.0	3.1646	1969-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63213	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314223	-1100013	31.70639	-110.00361	364.0	1.4731	1969-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63214	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314520	-1095551	31.75556	-109.93083	378.0	1.5297	1960-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63215	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314411	-1095918	31.73639	-109.98833	84.0	0.3399	1966-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63216	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314455	-1095817	31.74861	-109.97139	236.0	0.9551	1966-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63220	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314403	-1095655	31.73417	-109.94861	151.0	0.6111	1959-01-01	1987-12-31		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
63223	TOMBSTONE	AZ	Walnut Gulch Pond	W.G.POND	314406	-1100351	31.735	-110.06417	115.0	0.4654	1985-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/az.htm	 
64001	SANTA ROSA	NM	Alternate_Name	W-1	345153	-1041223	34.86472	-104.20639	42880.	173.5294	1955-01-01	1979-04-01	1955-1978	https://hrsl.ba.ars.usda.gov/wdc/nm.htm	 
65002	NEWELL	SD	Alternate_Name	W-2					115.	0.4654	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65003	NEWELL	SD	Alternate_Name	W-3					90.	0.3642	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65004	NEWELL	SD	Alternate_Name	W-4					105.	0.4249	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65005	NEWELL	SD	Alternate_Name	W-5					46.	0.1862	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65006	NEWELL	SD	Alternate_Name	W-6					30.	0.1214	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65007	NEWELL	SD	Alternate_Name	W-7					160.	0.6475	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65008	NEWELL	SD	Alternate_Name	W-8					160.	0.6475	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65009	NEWELL	SD	Alternate_Name	W-9					15.	0.0607	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65010	NEWELL	SD	Alternate_Name	W-10					280.	1.1331	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65011	NEWELL	SD	Alternate_Name	W-11					160.	0.6475	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65012	NEWELL	SD	Alternate_Name	W-12					90.	0.3642	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65013	NEWELL	SD	Alternate_Name	W-13					160.	0.6475	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65014	NEWELL	SD	Alternate_Name	W-14					35.	0.1416	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65015	NEWELL	SD	Alternate_Name	W-15					115.	0.4654	1958-01-01	1973-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
65016	NEWELL	SD	Alternate_Name	W-16					13000.	52.6092	1958-01-01	1961-12-31		https://hrsl.ba.ars.usda.gov/wdc/sd.htm	 
66001	MOOREFIELD	WV	Alternate_Name	W-1	390245	-790245	39.04583	-79.04583	.25	0.001	1958-01-01	1961-12-31	1958-1967	https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
66001	MOOREFIELD	WV	Alternate_Name	W-1	390245	-790245	39.04583	-79.04583	.57	0.0023	1962-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
66002	MOOREFIELD	WV	Alternate_Name	W-2	390250	-790230	39.04722	-79.04167	10.06	0.0407	1958-01-01	1961-12-31	1958-1967	https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
66002	MOOREFIELD	WV	Alternate_Name	W-2	390250	-790230	39.04722	-79.04167	9.73	0.0394	1962-01-01	1967-12-31		https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
66004	MOOREFIELD	WV	Alternate_Name	W-4	390253	-790155	39.04806	-79.03194	6.32	0.0256	1958-06-01	1967-12-31	1958-1967	https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
66005	MOOREFIELD	WV	Alternate_Name	W-5	390253	-790149	39.04806	-79.03028	9.55	0.0386	1958-06-01	1967-12-31	1958-1967	https://hrsl.ba.ars.usda.gov/wdc/wv.htm	 
67001	N. DANVILLE	VT	Alternate_Name	W-1	442700	-720406	44.45	-72.06833	10611.20	42.942	1958-10-01	1976-12-31	1958-1973	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67002	N. DANVILLE	VT	Alternate_Name	W-2	442732	-720539	44.45889	-72.09417	146.	0.5908	1958-09-01	1978-10-11	1961-1971	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67003	N. DANVILLE	VT	Alternate_Name	W-3	442835	-720733	44.47639	-72.12583	2067.	8.3649	1960-01-01	Present	1960-1979	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67004	N. DANVILLE	VT	Alternate_Name	W-4	442727	-720346	44.4575	-72.06278	10752.	43.5118	1960-01-01	1974-12-31	1960-1973	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67005	N. DANVILLE	VT	Alternate_Name	W-5	442604	-720222	44.43444	-72.03944	27469.	111.1632	1960-01-01	1979-05-16	1960-1973	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67006	N. DANVILLE	VT	Alternate_Name	W-6	442843	-720625	44.47861	-72.10694	168.	0.6799	1968-01-01	1975-12-31	1968-1971	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67007	N. DANVILLE	VT	Alternate_Name	W-7	442729	-720600	44.45806	-72.1	5389.	21.8085	1961-01-01	1976-12-31	1961-1972	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67008	N. DANVILLE	VT	Alternate_Name	W-8	442738	-720546	44.46056	-72.09611	3866.	15.6452	1961-01-01	1979-05-16	1961-1979	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67009	N. DANVILLE	VT	Alternate_Name	W-9	442926	-720948	44.49056	-72.16333	116.	0.4694	1961-01-01	1978-07-15	1961-1973	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67010	N. DANVILLE	VT	Alternate_Name	W-10	442640	-720345	44.44444	-72.0625	4032.	16.3169	1963-01-01	1975-12-31	1963-1973	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67011	N. DANVILLE	VT	Alternate_Name	W-11	442700	-720245	44.45	-72.04583	562.	2.2743	1964-01-01	1975-12-31	1964-1972	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67012	N. DANVILLE	VT	Alternate_Name	W-12	442715	-720412	44.45417	-72.07	502.	2.0315	1964-01-01	1975-12-31	1964-1972	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67013	N. DANVILLE	VT	Alternate_Name	W-13	442814	-720621	44.47056	-72.10583	254.	1.0279	1965-01-01	1975-12-31	1965-1972	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67014	N. DANVILLE	VT	Alternate_Name	W-14	442818	-720624	44.47167	-72.10667	915.	3.7029	1965-01-01	1975-12-31	1965-1972	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
67016	N. DANVILLE	VT	Alternate_Name	W-16	442841	-720731	44.47806	-72.12528	736.	2.9785	1965-01-01	1975-12-31	1965-1967	https://hrsl.ba.ars.usda.gov/wdc/vt.htm	 
68001	REYNOLDS	ID	Reynolds Creek Outlet	W-1	431549	-1164510	43.26361	-116.75278	57700.	233.5038	1963-01-01	Present	1963-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68002	REYNOLDS	ID	Salmon Creek	W-2	431521	-1164510	43.25583	-116.75278	990.	4.0064	1964-01-01	1984-12-31	1964-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68002	REYNOLDS	ID	Salmon Creek	W-2	431521	-1164510	43.25583	-116.75278	990.	4.0064	1989-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68003	REYNOLDS	ID	Reynolds Creek	W-3	431442	-1164530	43.245	-116.75833	7846.	31.7517	1965-01-01	1984-12-31	1965-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68003	REYNOLDS	ID	Reynolds Creek	W-3	431442	-1164530	43.245	-116.75833	7846.	31.7517	1989-01-01	Present		https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68004	REYNOLDS	ID	Reynolds Creek at Tollgate	W-4	430833	-1164542	43.1425	-116.76167	13453.	54.4424	1966-01-01	Present	1966-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68011	REYNOLDS	ID	Reynolds Creek	W-11	431524	-1164901	43.25667	-116.81694	306.	1.2383	1967-01-01	1978-12-31	1967-1977	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68012	REYNOLDS	ID	Reynolds Creek	W-12	431430	-1164245	43.24167	-116.7125	205.	0.8296	1967-01-01	1977-12-31	1967-1975	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68013	REYNOLDS	ID	Reynolds Mtn. East	W-13	430416	-1164527	43.07111	-116.7575	100.	0.4047	1963-01-01	Present	1963-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
68014	REYNOLDS	ID	Lower Sheep Creek	W-14	430853	-1164414	43.14806	-116.73722	33.	0.1335	1967-01-01	1984-12-31	1967-1981	https://hrsl.ba.ars.usda.gov/wdc/id.htm	 
