stid,station_name,lat,lon,elev,begints,iem_network
PSVP1,TOHICKEN CREEK,40.4336,-75.1169,86,2010-12-07 00:00,PA_DCP
TOHF1,Toho10,28.2025,-81.3506,18,2011-01-28 00:00,FL_DCP
TOIM4,Toivola,46.9997,-88.7694,389.38876,2019-04-04 00:00,MI_DCP
SWNM5,Toivola - Swan River,47.2501,-92.8104,386.33835,2014-06-07 00:00,MN_DCP
TNWA2,Tok 70SE,62.73694,-141.20889,609.37177,2011-10-04 00:00,AK_DCP
TOKW1,Toke Point  - 9440910,46.707,-123.967,3.0868876,2016-08-30 00:00,WA_DCP
NUMO3,Toketee Falls 8WNW - N Umpqua River,43.2958,-122.5361,490,2023-05-19 00:00,OR_DCP
TKLA2,TOKLAT,63.5139,-150.05,965.25055,2010-12-07 00:00,AK_DCP
TKVA2,TOKOSITNA VALLEY SNOTEL,62.63,-150.77617,259.1,2011-05-20 00:00,AK_DCP
TKFA2,Tok RAWS,63.327,-142.9954,505,2012-06-18 00:00,AK_DCP
TRAA2,Tok River  AT Tok River at Alaska Highway,63.3249,-142.8359,499.24255,2015-07-08 00:00,AK_DCP
TKRA2,TOK RIVER RAWS,62.9572,-143.3467,647.63513,2010-12-07 00:00,AK_DCP
RBNA2,Tok - Robertson River,63.4501,-143.8335,490,2014-12-17 00:00,AK_DCP
TOSA2,TOK SCAN,63.35,-142.98,496.8,2012-08-23 00:00,AK_DCP
TOLN5,TOLBY SNOTEL,36.47493,-105.19468,3102.9,2016-11-05 00:00,NM_DCP
THRO1,Toledo  OH - 9063085,41.694,-83.473,176.2,2016-08-30 00:00,OH_DCP
TOLN8,Tolna Coulee 3 NW Tolna Coulee,47.8608,-98.4944,438.37393,2012-10-25 00:00,ND_DCP
XSLN8,Tolna - Stump Lake,47.9,-98.4,447.5019,2009-01-15 00:00,ND_DCP
TRBA2,Tolovana River  AT Tolovana River below Rosebud Creek,65.4653,-148.6286,130,2010-12-07 00:00,AK_DCP
TOLW1,Tolt River 6 NE Tolt River near Carnation,47.7,-121.8167,163,2010-12-07 00:00,WA_DCP
TOMK2,Tomahawk,37.8686,-82.5962,223,2011-06-03 00:00,KY_DCP
TAWW3,TOMAHAWK 3W,45.47,-89.7997,454,2007-12-31 00:00,WI_DCP
TCRK1,TOMAHAWK CREEK 5 SSE Tomahawk Creek at Roe Avenue,38.906,-94.6399,276.60657,2014-04-17 00:00,KS_DCP
JERW3,Tomahawk River  AT Jersey Dam,45.49,-89.75,442,2014-02-07 00:00,WI_DCP
WILW3,WILLOW,45.7,-89.8333,461,2008-10-17 00:00,WI_DCP
STCW3,Tomah - Stillwell Creek,43.9938,-90.6572,280.3437,2012-01-23 00:00,WI_DCP
TOBT2,Tomball 2W,30.0964,-95.6573,79.029495,2018-11-15 00:00,TX_DCP
SPYT2,Tomball 5W - Spring Creek,30.0993,-95.702,56.8857,2018-11-15 00:00,TX_DCP
TBSU1,Tom Best Spring Raws,37.81667,-112.11667,2330.0662,2010-12-07 00:00,UT_DCP
TNFM6,TOMBIGBEE NF RAWS,33.2806,-89.1389,173,2010-12-07 00:00,MS_DCP
BGBM6,Tombigbee River 2 NW Bigbee,34.0116,-88.5138,67,2010-12-07 00:00,MS_DCP
FULM6,Tombigbee River 2 W Fulton,34.265,-88.4452,89,2010-12-07 00:00,MS_DCP
CLDA1,Tombigbee River 3 W Coffeeville Dam,31.7556,-88.1283,10,2010-12-07 00:00,AL_DCP
DLDA1,Tombigbee River 3 W Demopolis Lock and Dam,32.5192,-87.8794,21,2010-12-01 00:00,AL_DCP
AMYM6,Tombigbee River 4 W Amory,33.9855,-88.5511,72,2010-12-07 00:00,MS_DCP
NANA1,TOMBIGBEE RIVER 4 W NANAFALIA,32.13,-88.0411,27,2010-12-07 00:00,AL_DCP
MRTM6,TOMBIGBEE RIVER 6 SE MARIETTA,34.4333,-88.4167,97,2010-12-07 00:00,MS_DCP
LRYA1,Tombigbee River  AT Leroy,31.4858,-87.9089,1,2010-12-07 00:00,AL_DCP
AEEM6,Tombigbee Waterway  AT Tombigbee Waterway at Aberdeen Lock and D,33.83028,-88.52111,57.05441,2015-09-24 00:00,MS_DCP
TOMC2,TOMICHI CREEK 2 SW Gunnsion,38.5217,-106.9403,2332,2010-12-07 00:00,CO_DCP
TMCC2,TOMICHI CREEK AT SARGENTS  CO,38.4117,-106.4222,2637,2010-12-07 00:00,CO_DCP
TMRW2,TOMLINSON RUN,40.5425,-80.5836,344,2010-12-07 00:00,WV_DCP
TMYC1,TOMMYS CREEK - ALERT #40,34.6,-119.2167,1402,2010-12-07 00:00,CA_DCP
THHF1,Tomoka River 4 SW Holly Hill,29.2172,-81.1061,9,2010-12-07 00:00,FL_DCP
TPIC1,Tom Paine Slough,37.79,-121.41861,1.4131793,2018-06-15 00:00,CA_DCP
TPPC1,TOM PAINE SLOUGH NEAR PESCADERO,37.7672,-121.35,4,2010-12-07 00:00,CA_DCP
TPMC1,Tom Paine Slough near Tracy,37.7908,-121.4175,4.4327555,2011-12-08 00:00,CA_DCP
TBRV2,Toms Branch  AT Toms Branch Dam,37.9638,-78.9469,473.37967,2012-03-20 00:00,VA_DCP
RCXC1,Toms Place - Rock Creek,37.4919,-118.7169,2748.8079,2011-01-27 00:00,CA_DCP
RCYC1,Toms Place - Rock Creek No2,37.4731,-118.7169,2947.17,2011-01-27 00:00,CA_DCP
TMRN4,Toms River 2.6 NW Toms River,39.9861,-74.2247,10,2010-12-07 00:00,NJ_DCP
ATTN6,Tonawanda Creek  AT Attica,42.8639,-78.2836,299.91928,2013-06-20 00:00,NY_DCP
RAPN6,Tonawanda Creek  AT Rapids,43.0931,-78.6364,182,2010-12-07 00:00,NY_DCP
AKRN8,Tongue River 1 W Akra,48.7783,-97.7453,294,2007-12-31 00:00,ND_DCP
ASLM8,TONGUE RIVER 21 N Ashland/Brandenberg Bridge,45.8402,-106.2233,840.6632,2014-01-29 00:00,MT_DCP
DSLM8,TONGUE RIVER 2 SE State Line,45.0089,-106.8356,1049,2010-12-07 00:00,MT_DCP
MICM8,Tongue River 2 S Miles City,46.3847,-105.8447,722,2010-12-07 00:00,MT_DCP
DAYW4,Tongue River 2 SW Dayton,44.8492,-107.3047,1246,2010-12-07 00:00,WY_DCP
BNYM8,Tongue River 7 NE Birney,45.4117,-106.4572,940,2010-12-07 00:00,MT_DCP
DKRM8,TONGUE RIVER 8 NE Decker,45.1414,-106.7708,1025,2010-12-07 00:00,MT_DCP
TONN2,TONKIN SPRING,39.5417,-116.2445,1847,2010-12-07 00:00,NV_DCP
TNRC1,TONNER CANYON,33.9475,-117.8222,407,2010-12-07 00:00,CA_DCP
HANM2,Tonoloway Creek  AT Hancock,39.7281,-78.1517,139,2010-12-07 00:00,MD_DCP
NEEP1,Tonoloway Creek  AT Needmore,39.8983,-78.1325,213,2010-12-07 00:00,PA_DCP
HMFA3,TONOPAH 10WNW - MIDDLE HARQUAHALA FRS,33.5888,-113.1852,427,2023-03-31 00:00,AZ_DCP
BMTA3,Tonopah 11N - Belmont Mtns,33.6572,-112.9117,564,2023-03-31 00:00,AZ_DCP
SUGA3,TONOPAH 16NW - SUGARLOAF MTN,33.6911,-113.0936,844,2023-03-31 00:00,AZ_DCP
TONA3,Tonopah 7SE,33.4708,-112.8161,331.733,2011-01-13 00:00,AZ_DCP
CENA3,TONOPAH 9SSW - CENTENNIAL TRIB AT DOBBINS RD,33.3636,-112.9932,308,2023-03-31 00:00,AZ_DCP
BASA3,Tonopah - Baseline,33.3775,-113.2289,374.2657,2011-01-12 00:00,AZ_DCP
BLMA3,Tonopah - Belmont,33.6742,-112.9228,557.14087,2012-06-07 00:00,AZ_DCP
BUEA3,Tonopah - Buckeye,33.4356,-113.2303,364.59656,2011-01-12 00:00,AZ_DCP
SCBN2,Tonopah - Stone Cabin,38.2116,-116.6258,1764.1665,2014-02-20 00:00,NV_DCP
TTRN2,Tonopah Test Range,37.7875,-116.75722,1684.436,2018-02-05 00:00,NV_DCP
TONA2,TONSINA RIVER 98 N Tonsina River nr Tonsina,61.65,-145.1833,490.66354,2010-12-16 00:00,AK_DCP
IRDA3,TONTO BASIN 8WNW - IRON DIKE,33.9292,-111.4444,1374,2023-03-31 00:00,AZ_DCP
TTBA3,TONTO BASIN RAWS,33.8686,-111.3133,729,2010-12-07 00:00,AZ_DCP
TNRA3,TONTO CREEK 24 NW Tonto Creek above Gun Creek,33.98,-111.3028,792,2010-12-07 00:00,AZ_DCP
GTCA3,Tonto Creek @ Kohl&#039;S Ranch,34.3261,-111.093,1622.6909,2011-01-14 00:00,AZ_DCP
LIKA2,Toolik Lake 5ENE USCRN,68.64833,-149.39889,770,2017-08-23 00:00,AK_DCP
TUAA2,Toolik - UAF,68.6282,-149.5957,730,2021-09-30 00:00,AK_DCP
TOLS1,TOOLS FORK CREEK 3 W TOOLS FK CRK NR ROCK HILL,34.9564,-81.1064,189,2010-12-07 00:00,SC_DCP
TPAC1,Topanga Patrol FC6,34.0841,-118.5988,225.27052,2012-12-02 00:00,CA_DCP
TPGC1,Topanga Raws,34.1363,-118.605,470,2011-06-30 00:00,CA_DCP
UFCA3,Topawa 13ENE - Upper Fresnal,31.8592,-111.5986,1250.8842,2020-08-04 00:00,AZ_DCP
FWJA3,Topawa 15ENE - Fresnal Wash,31.8339,-111.61,1066.5792,2020-08-04 00:00,AZ_DCP
TPCN2,TOPAZ CANAL BLW TOPAZ LK,38.6956,-119.5081,1536,2010-12-07 00:00,NV_DCP
TPZC1,TOPAZ CANAL BLW W WALKER R DIVERSION,38.6367,-119.5075,1528,2010-12-07 00:00,CA_DCP
TMIA3,TOPOCK MARSH INLET NEAR NEEDLES CA,34.8361,-114.5842,143,2010-12-07 00:00,AZ_DCP
TSHM6,TOPOSHAW CREEK CANAL 1 SW TOPOSHAW CREEK NEAR CALHOUN CITY 2SW,33.8147,-89.3458,76,2010-12-07 00:00,MS_DCP
TOPW1,Toppenish Creek  AT Toppenish Creek,46.3111,-120.7869,421.2551,2012-01-05 00:00,WA_DCP
CKSM1,Topsfield 11W - Carrol-Kossuth,45.4097,-67.9708,162,2022-03-01 00:00,ME_DCP
TPSM1,Topsham,44.0025,-69.9475,71.508354,2011-03-02 00:00,ME_DCP
NADN7,Topton - Nantahala Dam,35.2722,-83.6756,630.1999,2013-10-24 00:00,NC_DCP
TORN7,TORRENCE CREEK  2 WSW TORRENCE CK NR HUNTERSVILLE #6547,35.4036,-80.8828,206,2010-12-07 00:00,NC_DCP
LARU1,TORREY,38.1336,-111.3175,2569,2010-12-07 00:00,UT_DCP
HNMU1,Torrey - Henry Mountain,38.0344,-110.825,2524.097,2013-10-25 00:00,UT_DCP
NPTW4,Torrington 6WNW - N Platte Ditch,42.09556,-104.29417,1260.0045,2019-10-18 00:00,WY_DCP
TOR,TORRINGTON MUNICIPAL AP,42.06131,-104.15846,1278.3312,2013-05-14 00:00,WY_DCP
RVVA3,TORTILLA FLAT 12ENE - REAVIS TRAILHEAD,33.5567,-111.228,1088,2023-03-31 00:00,AZ_DCP
FISA3,Tortilla Flat 6ENE - Fish Creek,33.5325,-111.305,678.1511,2019-07-16 00:00,AZ_DCP
TTWA3,TORTILLA FLAT 8ESE - TORTILLA WELL,33.4964,-111.2944,960,2023-03-31 00:00,AZ_DCP
TSTM8,TOSTON AGRIMET STATION,46.1655,-111.4758,1194,2010-12-07 00:00,MT_DCP
TTNM8,TOSTON nannan - MT MESONET TOSTON,46.1364,-111.5431,1224,2022-09-22 00:00,MT_DCP
TTLA2,TOTATLANIKA RAWS,64.1967,-147.9194,520.1733,2010-12-07 00:00,AK_DCP
ZMBA2,TOTEM BAY KUPREANOF ISLAND,56.5167,-133.3833,35.301903,2010-12-07 00:00,AK_DCP
SDLV2,Totopotomoy Creek 2 SE Studley,37.6628,-77.2578,18,2010-12-07 00:00,VA_DCP
TDAW1,Touchet 2 SE Dayton,46.2972,-117.9511,529,2010-12-07 00:00,WA_DCP
BOLW1,TOUCHET R AT,46.2744,-118.2211,353,2010-12-07 00:00,WA_DCP
TRCW1,Touchet River 1 N Touchet,46.0566,-118.6675,137,2010-12-07 00:00,WA_DCP
THYN1,Touhy 3W - North Oak Creek,41.13306,-96.87222,407.79224,2016-09-16 00:00,NE_DCP
SPDW1,Toutle 19ESE - Spud Mountain,46.2511,-122.3414,1360,2012-03-21 00:00,WA_DCP
SGPW1,Toutle 7ESE - Signal Peak 2,46.2833,-122.55,860.8592,2011-05-21 00:00,WA_DCP
SCSW1,Toutle - Castle Lake,46.26,-122.2742,787.96234,2013-10-07 00:00,WA_DCP
TOTW1,Toutle River 3 NW Tower Rd Bridge near Silver Lake,46.3339,-122.8389,62,2010-12-06 00:00,WA_DCP
BLUT2,TOW 10 ESE,30.8414,-98.3569,330,2010-12-07 00:00,TX_DCP
TWWT2,TOW 10 NNW,30.955,-98.5456,459,2010-12-07 00:00,TX_DCP
TTCT2,TOW  11 ENE,30.915,-98.2911,453,2010-12-07 00:00,TX_DCP
TWCT2,TOW 11N,31.0366,-98.4658,408,2010-12-07 00:00,TX_DCP
TOCT2,TOW 5 SSW,30.8186,-98.4994,334,2010-12-07 00:00,TX_DCP
TPCT2,TOW 5 W,30.8819,-98.5513,472,2010-12-07 00:00,TX_DCP
LSST2,TOW 9 NNE,31.0081,-98.4,430,2010-12-07 00:00,TX_DCP
TOWG1,Towaliga River 4 W Juliette,33.1147,-83.8706,130,2010-12-07 00:00,GA_DCP
TWMP1,TOWAMERSING TOWNSHIP,40.8667,-75.5667,272,2010-12-07 00:00,PA_DCP
MONP1,Towanda Creek  AT Monroeton,41.7069,-76.485,251,2010-12-07 00:00,PA_DCP
TCNC2,Towaoc - Towaoc Canal,37.2236,-108.6967,1762.0345,2014-02-21 00:00,CO_DCP
TFAW4,TOWER FALLS RS - DCP,44.9169,-110.4206,1912,2010-12-07 00:00,WY_DCP
LMAW4,Tower Junction - Lamar RS,44.8953,-110.2314,2012.9265,2014-09-11 00:00,WY_DCP
TWRN5,TOWER RAWS,35.8333,-106.3333,2200,2010-12-07 00:00,NM_DCP
MNNA3,TOWERS MOUNTAIN,34.24,-112.3631,2182,2010-12-16 00:00,AZ_DCP
TOWC2,TOWER SNOTEL,40.53743,-106.6768,3200.4,2014-03-01 00:00,CO_DCP
YNTK2,Town Branch at Yarnallton,38.1036,-84.5881,255,2010-12-07 00:00,KY_DCP
HTBN6,TOWN BROOK 1 SE Town Brook Near Hobart,42.3611,-74.6625,517,2010-12-07 00:00,NY_DCP
CQVN6,Town Brook Road Site C-22,42.3563,-74.6661,557.69086,2012-02-01 00:00,NY_DCP
TCFI1,TOWN CREEK,43.9333,-115.9167,1421,2010-12-07 00:00,ID_DCP
TNCA1,TOWN CREEK,34.6667,-87.4,180,2010-12-07 00:00,AL_DCP
NETM6,TOWN CREEK 2 S Town Creek near Nettleton 2S,34.0591,-88.628,66,2010-12-07 00:00,MS_DCP
OLTM2,Town Creek  AT Oldtown,39.5533,-78.555,185,2011-05-11 00:00,MD_DCP
TOWM6,Town Creek  AT Town Creek,32.3042,-90.1928,93,2010-12-07 00:00,MS_DCP
TPOM6,Town Creek  AT Tupelo,34.2356,-88.6955,78,2010-12-07 00:00,MS_DCP
TWRC2,Towner,38.4716,-102.0829,1200.5963,2015-11-19 00:00,CO_DCP
TOWN8,TOWNER 1 NW,48.35,-100.42,446,2009-04-01 00:00,ND_DCP
TWHK2,Townhill,37.55,-83.4,347,2010-12-07 00:00,KY_DCP
TLTT2,TOWN LAKE NEAR LONGHORN DAM,30.2492,-97.7203,146,2010-12-07 00:00,TX_DCP
TOWD1,TOWNSEND,39.3905,-75.7483,21,2010-12-07 00:00,DE_DCP
TPAF1,TPA Cruise Terminal 2 - 8726694,27.928,-82.432,4.13679,2016-08-30 00:00,FL_DCP
VRFN1,TR539,42.4839,-100.4561,882,2008-01-01 00:00,NE_DCP
HYJC1,Trabuco Canyon 4NE - Holy Jim,33.678,-117.52,575.16754,2018-11-05 00:00,CA_DCP
BZBP1,Trachsville,40.9239,-75.5597,277.44745,2011-01-19 00:00,PA_DCP
BKAC1,TRACY 16SSW - BROKEN ARROW RANCH ALERT #241,37.5167,-121.6667,989,2023-03-31 00:00,CA_DCP
PEUC1,Tracy 4NNE - Paradise Cut,37.802,-121.4122,0.589978,2021-07-22 00:00,CA_DCP
DSGC1,Tracy 4N - Sugar Cut,37.7928,-121.4214,3.7907393,2018-12-01 00:00,CA_DCP
GLEC1,Tracy 5N - Grant Line,37.8202,-121.4348,5.996288,2018-12-01 00:00,CA_DCP
ORXC1,Tracy 5NNE - Old River,37.8109,-121.3865,2.4062889,2021-07-22 00:00,CA_DCP
TWAC1,Tracy 5NW - Old River,37.8028,-121.4574,1.4309416,2018-12-01 00:00,CA_DCP
OMCC1,Tracy 6NW - Old River,37.7938,-121.5173,3.1422045,2018-12-01 00:00,CA_DCP
CRRC1,Tracy 6SSW - Corral Hollow,37.6633,-121.4669,90,2018-12-01 00:00,CA_DCP
ODMC1,Tracy 7NW - Old River,37.8102,-121.5421,-0.51598316,2018-12-01 00:00,CA_DCP
DARC1,Tracy - Drainage at Arbor,37.7689,-121.4194,8.385249,2016-07-07 00:00,CA_DCP
PCUC1,Tracy - Paradise Cut,37.8019,-121.4122,0.10997797,2016-07-07 00:00,CA_DCP
TRAT1,TRADE,36.35,-81.7333,1064,2010-12-07 00:00,TN_DCP
ONYK2,Tradewater River AT Olney,37.2167,-87.7833,147,2010-12-07 00:00,KY_DCP
TWPK2,TRADEWATER RIVER NR PROVIDENCE,37.3967,-87.845,109,2010-12-07 00:00,KY_DCP
TRAI4,Traer - Coon Creek,42.19146,-92.45562,270.74878,2016-08-09 00:00,IA_DCP
TFFP1,Trafford,40.3808,-79.7625,252,2010-12-07 00:00,PA_DCP
RFHO3,Trail 6ENE - Rogue River,42.66556,-122.68611,470.7133,2017-08-10 00:00,OR_DCP
QTCA3,TRAIL CABIN RAWS,33.2667,-109.3683,1871,2010-12-07 00:00,AZ_DCP
TGFI1,TRAIL GULCH,42.3081,-114.3181,1549,2010-12-07 00:00,ID_DCP
BSGU1,Trail Mountain Burn Scar,39.41167,-111.20361,3138.2537,2020-06-01 00:00,UT_DCP
MPTA2,TRAIL RIVER 4 S Trail River nr Lawing,60.4331,-149.3739,148.8142,2012-05-02 00:00,AK_DCP
JTWT2,TRAM RD. @ WALKER DITCH 1000,30.1588,-94.2092,15,2010-12-07 00:00,TX_DCP
JZDT2,TRAM ROAD @ DITCH 1002,30.1691,-94.1997,16,2010-12-07 00:00,TX_DCP
TRQO1,Tranquility,39,-83.5,269,2010-05-25 00:00,OH_DCP
KIVT2,TRANQUITAS CREEK  AT Kingsville,27.52583,-97.86722,19.502024,2016-07-28 00:00,TX_DCP
TLSC2,TRAPPER LAKE SNOTEL,39.99884,-107.2362,2956.6,2014-03-11 00:00,CO_DCP
TRRM4,Trap Rock River 2 NE Lake Linden,47.2284,-88.3854,197,2007-12-31 00:00,MI_DCP
TRAO3,Trask River 7 E Tillamook,45.4464,-123.7092,76,2010-12-07 00:00,OR_DCP
TVSS1,Travelers Rest 3NW - Heritage Elem,34.9971,-82.4747,353.7826,2018-12-01 00:00,SC_DCP
TCBM4,Traverse City 6S - Boardman River,44.67528,-85.63083,206.17484,2018-07-30 00:00,MI_DCP
STCO2,Travertine Creek  AT Sulphur,34.5044,-96.9688,303.72263,2012-03-08 00:00,OK_DCP
ESFN6,TREADWELL SNOW,42.35,-75.05,522,2010-12-07 00:00,NY_DCP
TGOW3,Trego - Namekagon River,45.9481,-91.8881,312.41647,2020-01-06 00:00,WI_DCP
TRKW3,Trempealeau - Kieps Island Dike,44.027,-91.5264,195,2016-10-06 00:00,WI_DCP
ARCW3,Trempealeau River  AT Arcadia,44.2528,-91.5014,222,2009-02-10 00:00,WI_DCP
DDGW3,Trempealeau River  AT Dodge,44.1325,-91.5506,205,2007-12-31 00:00,WI_DCP
TWRW3,Trempealeau - Trempealeau River,44.02722,-91.50139,196.69983,2016-10-08 00:00,WI_DCP
TPKN6,TREMPER KILL  AT Tremper Kill Near Andes,42.12,-74.8189,402,2010-12-07 00:00,NY_DCP
TBCS2,Trent 4WNW - Bachelor Creek,43.92611,-96.72833,466,2022-05-08 00:00,SD_DCP
TRES2,Trent - Big Sioux River,43.90639,-96.66306,453.32712,2018-02-09 00:00,SD_DCP
TRTN7,Trenton,35.0653,-77.3511,3.8241422,2013-04-09 00:00,NC_DCP
BLTF1,Trenton - Bell 3N,29.8033,-82.8683,18.844353,2012-01-24 00:00,FL_DCP
BRVN6,TRENTON FALLS,43.2761,-75.1566,263,2010-12-10 00:00,NY_DCP
TTNF1,Trenton - Piedmont Pass,29.625,-82.8167,20.032436,2012-01-24 00:00,FL_DCP
TNTN7,Trent River 6 W Trenton,35.0667,-77.45,13,2010-12-07 00:00,NC_DCP
PLLN7,Trent River  AT Pollocksville,35.0106,-77.2194,9,2010-12-07 00:00,NC_DCP
MTPT2,Tres Palacios River 2.4 SE Midfield,28.9278,-96.1708,13,2010-12-07 00:00,TX_DCP
TREN5,TRES RITOS SNOTEL,36.12778,-105.52714,2621.3,2016-11-05 00:00,NM_DCP
TREP1,Trexlertown - Spring Creek,40.53389,-75.60139,116,2022-01-04 00:00,PA_DCP
TRMK2,Triangle Mountain,38.175,-83.4083,419,2010-12-07 00:00,KY_DCP
PWRV2,Triangle - Prince William RAWS,38.5644,-77.3711,69.933235,2012-06-18 00:00,VA_DCP
TRII1,TRIANGLE RAWS,42.8286,-116.5886,1617,2010-12-07 00:00,ID_DCP
BMTM2,Trib Of Moores Run  AT Todd Ave Baltimore,39.3367,-76.5406,32,2011-01-10 00:00,MD_DCP
TRBK1,TRIBUNE 1W,38.4661,-101.7758,1112,2004-01-01 00:00,KS_DCP
TNEK1,Tribune 6NE,38.5304,-101.6643,1086,2023-08-19 00:00,KS_DCP
BWEM2,Tributary Of Collington Branch  AT Bowie,38.9564,-76.7564,45,2010-12-07 00:00,MD_DCP
CGWM2,Tributary To Dorsey Run  AT GE Retention Pond,39.1707,-76.8088,92.72199,2013-12-05 00:00,MD_DCP
TRDF1,Trident Pier - 8721604,28.416,-80.593,6.819503,2016-08-30 00:00,FL_DCP
TRIO1,Trimble,39.4833,-82.0833,208,2010-02-09 00:00,OH_DCP
TRMC1,TRIMMER RAWS,36.9111,-119.305,452,2010-12-07 00:00,CA_DCP
TCHC2,TRINCHERA SNOTEL,37.35328,-105.23233,3310.1,2016-11-03 00:00,CO_DCP
TDLC2,TRINIDAD LAKE,37.1506,-104.5569,1914,2010-12-09 00:00,CO_DCP
CHET2,TRINITY 10 E,30.95,-95.2,72,2010-12-07 00:00,TX_DCP
FTCT2,Trinity Blvd,32.7994,-97.2081,154,2011-05-31 00:00,TX_DCP
FTET2,Trinity Blvd East,32.8017,-97.1519,147,2011-06-01 00:00,TX_DCP
TCAC1,TRINITY CAMP RAWS,40.6789,-122.8331,727,2010-12-07 00:00,CA_DCP
BBSC1,Trinity Center - Bear Basin,40.9669,-122.8669,2247.0657,2012-05-01 00:00,CA_DCP
CFFC1,Trinity Center - Coffee Creek,41.0894,-122.7086,767.47516,2012-05-17 00:00,CA_DCP
DFKC1,Trinity Center - Deadfalls Lake,41.318,-122.503,2211.4114,2011-01-25 00:00,CA_DCP
NFSC1,Trinity Center - North Fork Sacramento,41.305,-122.493,2124.433,2012-04-02 00:00,CA_DCP
WHNC1,Trinity Center - Whalan Snow Course,41.15,-122.45,1740.9679,2014-04-02 00:00,CA_DCP
WFCC1,Trinity Center - Wolford Cabin,41.2,-122.833,1974.0598,2011-04-04 00:00,CA_DCP
TGSC1,TRINITY GUARD STN,40.825,-122.66,1079,2010-12-07 00:00,CA_DCP
TCCC1,TRINITY R ABV COFFEE CK,41.1114,-122.7044,861,2010-12-07 00:00,CA_DCP
CRKT2,Trinity River 12 W Crockett,31.3522,-95.6575,63,2010-12-07 00:00,TX_DCP
RMYT2,Trinity River 1.9 S Romayor,30.425,-94.8506,22,2010-12-07 00:00,TX_DCP
BURC1,TRINITY RIVER 2 SE Burnt Ranch 2SE,40.7889,-123.4389,297,2010-12-07 00:00,CA_DCP
RSRT2,Trinity River 2 S Rosser,32.4264,-96.4628,106,2010-12-07 00:00,TX_DCP
DALT2,Trinity River 2 W Dallas,32.7747,-96.8217,127,2010-12-07 00:00,TX_DCP
GRIT2,Trinity River 3 SE Goodrich,30.5719,-94.9486,30,2010-12-07 00:00,TX_DCP
LOLT2,Trinity River 6 NE Long Lake (Oakwood),31.6483,-95.7892,68,2010-12-07 00:00,TX_DCP
LVDT2,Trinity River 7 SW Lake Livingston,30.6333,-95.01,43,2010-12-07 00:00,TX_DCP
TRNC1,TRINITY RIVER ABOVE NORTH FORK TRINITY R,40.7672,-123.1133,514,2010-12-07 00:00,CA_DCP
TRDT2,TRINITY RIVER  AT Dallas At Hwy 12,32.7075,-96.7356,129,2010-12-07 00:00,TX_DCP
DCYC1,TRINITY RIVER AT DOUGLAS CITY,40.6472,-122.9547,497,2010-12-07 00:00,CA_DCP
HOOC1,Trinity River  AT Hoopa,41.0475,-123.6767,104,2010-12-07 00:00,CA_DCP
TRWC1,TRINITY RIVER AT LEWISTON,40.7194,-122.8025,578,2010-12-07 00:00,CA_DCP
LBYT2,Trinity River  AT Liberty,30.0575,-94.8181,6,2010-12-07 00:00,TX_DCP
RVRT2,Trinity River  AT Riverside,30.85917,-95.39861,39.891003,2010-12-07 00:00,TX_DCP
TDDT2,Trinity River  AT Trinidad,32.1347,-96.1056,95,2010-12-07 00:00,TX_DCP
TRJC1,Trinity RIVER  AT TRINITY R AT JUNCTION CITY,40.7286,-123.0608,446,2010-12-07 00:00,CA_DCP
MBFT2,Trinity River  Moss Bluff,29.9417,-94.7742,9,2010-12-07 00:00,TX_DCP
TRIC1,TRIPAS CANYON,34.3675,-118.7638,755,2010-12-07 00:00,CA_DCP
LWFC1,Trona 16SW - Salt Wells Fire,35.6208,-117.593,754,2022-05-16 00:00,CA_DCP
TYDC1,Trona 4SSW - Yard,35.7122,-117.3978,501,2022-05-16 00:00,CA_DCP
TRTO1,Trotwood,39.8064,-84.3692,292,2009-12-18 00:00,OH_DCP
LRHI4,Troublesome Creek 4 E IFC--Lorah Troublesome Creek Rd,41.4611,-94.8872,363.57062,2012-02-03 00:00,IA_DCP
TRCC2,Troublesome Creek - East Troublesome Creek,40.15722,-106.28333,2355.2812,2021-07-01 00:00,CO_DCP
THSC1,TROUGH SPRING,39.2961,-122.6539,1230,2010-12-07 00:00,CA_DCP
CLHN6,TROUPSBURG SNOW,42.05,-77.55,494,2010-12-07 00:00,NY_DCP
TRUK1,TROUSDALE 1NE,37.8236,-99.0778,639,2008-10-22 00:00,KS_DCP
TOUC1,Trout Creek,37.20278,-121.99306,213.273,2020-06-08 00:00,CA_DCP
TTVC1,Trout Creek 2 E Tahoe Valley,38.92,-119.9714,1919,2010-12-07 00:00,CA_DCP
SULF1,Trout Creek 5 NE Sulpher Springs,28.0889,-82.4092,29,2010-12-07 00:00,FL_DCP
ACKF1,Trout Creek  AT Tampa,27.8797,-82.3708,8,2010-12-07 00:00,FL_DCP
TRCN6,Trout Creek  AT Trout Creek,42.1736,-75.2797,358,2010-12-07 00:00,NY_DCP
TROO3,Trout Creek  AT Trout Creek near Fields,42.1558,-118.4536,1370.0961,2012-03-20 00:00,OR_DCP
TCGC2,TROUT CREEK (HAYMAN) 9 NW HARTSEL,39.1328,-105.8969,2800,2011-04-04 00:00,CO_DCP
TRKM8,Trout Creek - MT200,47.8241,-115.572,725.79285,2013-10-11 00:00,MT_DCP
TCCU1,TROUT CREEK NR CALLAO,39.7442,-113.8892,1936,2010-12-07 00:00,UT_DCP
