FORESTNAME,HUC12_CODE,HUC12_NAME,USFS_COND,TOT_ACRES,USFS_PERC,NONFS_PERC,AQ_BIOTA,RIPARIAN,WATER_QUAL,WATER_QUAN,AQ_HABITAT,ROAD_TRAIL,SOIL_COND,FIRE_COND,FOREST_COV,FOR_HEALTH,TER_INV_SP,RANGE_VEG,PRIOR_YR,PRICPL_REA,SEL_NARAT,KNWN_PART,APRVL_DATE,EST_CMP_DA,ES_PRJ_CNT,ES_PRJ_CST,ACT_CMP_DA,RESTPLN_IN
Ashley National Forest,"140401060503",Cart Creek,Functioning at Risk,27717.000,100.0,0.0,Fair,Good,Good,Poor,Fair,Fair,Fair,Fair,Good,Good,Fair,Good,"2011",<Principal_Reason><Concerns><Concern><Value>Riparian Structure and Function</Value></Concern><Concern><Value>Water Quality</Value></Concern><Concern><Value>Wildfire Risk</Value></Concern></Concerns><Opportunities><Opportunity><Value>Improve Condition</Va,Watershed is considered functioning at risk. Forest health affected by spread of pine bark beetle and hazardous fuels buildup. Portions of riparian and meadow habitat in upper watershed are affected by off-road motorized use and dispersed vehicle camping,,2011/09/30,2024/09/30,"3",1150000.0000000000,,Y
Ashley National Forest,"140600010101",Willow Spring Draw-Diamond Gulch,Functioning Properly,19864.700,43.0,57.0,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800040101",Medicine Bow River-Turpin Creek,Functioning at Risk,29756.800,93.0,7.0,Poor,Good,Good,Poor,Poor,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020801",Upper Jack Creek,Functioning at Risk,28939.400,46.0,54.0,Poor,Good,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020402",North Brush Creek,Functioning at Risk,26971.200,93.0,7.0,Poor,Good,Good,Poor,Poor,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020203",French Creek-North Platte River,Functioning at Risk,39907.700,94.0,6.0,Poor,Good,Good,Poor,Poor,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030404",North Fork Savery Creek,Functioning at Risk,30812.300,18.0,82.0,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030401",Upper Savery Creek,Functioning at Risk,15451.300,60.0,40.0,Poor,Good,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020204",North Platte River-North Cottonwood Creek,Functioning at Risk,43670.300,16.0,84.0,Poor,Fair,Good,Fair,Poor,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800100604",Little Laramie River-Cenntenial Valley,Functioning Properly,14607.100,18.0,82.0,Good,Good,Good,Good,Poor,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020305",Bear Creek-Big Creek,Functioning at Risk,13087.600,32.0,68.0,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030409",Little Sandstone Creek,Functioning at Risk,17636.600,89.0,11.0,Poor,Fair,Good,Good,Fair,Fair,Good,Fair,Poor,Good,Good,Fair,,,,,,,,,,
Ashley National Forest,"140401060208",Henrys Fork-Cottonwood Creek,Functioning at Risk,19208.500,43.0,57.0,Fair,Good,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Poor,Poor,,,,,,,,,,
Ashley National Forest,"140401060211",Flaming Gorge Reservoir-Chokecherry Draw,Functioning at Risk,27638.000,74.0,27.0,Fair,Fair,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Fair,Good,,,,,,,,,,
Ashley National Forest,"140401060212",Flaming Gorge Reservoir-Spring Creek,Functioning at Risk,39885.400,14.0,86.0,Fair,Fair,Good,Poor,Fair,Good,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020205",Beaver Creek-North Platte River,Functioning at Risk,44679.700,28.0,72.0,Poor,Fair,Good,Poor,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800100402",Lake Hattie,Functioning Properly,31665.700,26.0,74.0,Good,Good,Good,Fair,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800100602",South Fork Little Laramie River,Functioning at Risk,23721.800,56.0,45.0,Poor,Good,Good,Good,Poor,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030407",Big Sandstone Creek,Functioning at Risk,28627.100,95.0,5.0,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Ashley National Forest,"140401060201",Flaming Gorge Reservoir-Buckboard Reservoir,Functioning at Risk,41059.000,49.0,51.0,Fair,Good,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030108",Upper Battle Creek,Functioning Properly,20307.800,91.0,9.0,Poor,Good,Good,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"101800020105",Middle Douglas Creek,Functioning at Risk,25687.300,98.0,2.0,Poor,Good,Good,Poor,Poor,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030408",Lower Savery Creek,Functioning at Risk,39208.800,14.0,86.0,Poor,Fair,Good,Poor,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
Manti-Lasal National Forest,"140300040501",Headwaters Beaver Creek,Functioning Properly,15265.400,28.0,72.0,Good,Good,Fair,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Manti-Lasal National Forest,"140300040502",Outlet Beaver Creek,Functioning at Risk,23419.300,34.0,66.0,Fair,Good,Fair,Good,Good,Fair,Fair,Fair,Poor,Good,Good,Fair,,,,,,,,,,
Manti-Lasal National Forest,"140300040601",Fisher Creek,Functioning Properly,25367.500,25.0,75.0,Good,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020201",Headwaters Dolores River,Functioning Properly,17041.800,97.0,4.0,Poor,Good,Good,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020202",Cayton Valley-Dolores River,Functioning Properly,18498.400,98.0,2.0,Poor,Good,Good,Good,Fair,Fair,Fair,Fair,Good,Fair,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020203",Dolores River-Rico Valley,Functioning at Risk,15419.200,85.0,15.0,Poor,Good,Poor,Good,Fair,Good,Poor,Fair,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020204",Scotch Creek-Dolores River,Functioning at Risk,24827.200,95.0,5.0,Poor,Good,Poor,Good,Fair,Good,Poor,Good,Fair,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020205",Roaring Forks Creek,Functioning Properly,12520.700,100.0,0.0,Poor,Good,Good,Good,Fair,Good,Good,Good,Fair,Fair,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020206",Bear Creek,Functioning Properly,21570.800,100.0,0.0,Poor,Good,Good,Good,Good,Good,Poor,Fair,Fair,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020402",Outlet Beaver Creek,Functioning at Risk,16708.300,98.0,2.0,Poor,Good,Good,Good,Fair,Fair,Poor,Fair,Fair,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020404",Calf Creek,Functioning at Risk,12988.500,36.0,65.0,Poor,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020405",Summer Camp Creek-Plateau Creek,Functioning at Risk,20476.300,49.0,51.0,Poor,Good,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020406",McPhee Reservoir-Plateau Creek,Functioning at Risk,11970.900,100.0,0.0,Poor,Good,Poor,Poor,Poor,Fair,Fair,Fair,Good,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020502",Headwaters Disappointment Creek,Functioning Properly,17515.800,25.0,75.0,Poor,Good,Good,Good,Good,Good,Poor,Fair,Good,Good,Good,Good,,,,,,,,,,
San Juan National Forest,"140300020504",Ryman Creek,Impaired Function,15884.000,74.0,26.0,Poor,Poor,Good,Poor,Fair,Fair,Poor,Fair,Good,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020505",Hunt Creek-Disappointment Creek,Functioning at Risk,26018.500,33.0,67.0,Poor,Poor,Fair,Good,Fair,Fair,Poor,Fair,Good,Good,Fair,Poor,,,,,,,,,,
San Juan National Forest,"140300020506",Brumley Valley-Disappointment Creek,Functioning at Risk,22770.800,45.0,55.0,Good,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020507",Dawson Draw,Functioning at Risk,17658.300,66.0,34.0,Good,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Fair,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020509",Pine Arroyo,Functioning at Risk,10898.100,80.0,20.0,Good,Fair,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020511",Box Canyon-Disappointment Creek,Functioning Properly,10364.600,17.0,83.0,Good,Fair,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Poor,,,,,,,,,,
San Juan National Forest,"140300020601",Ponderosa Gorge-Dolores River,Functioning at Risk,14594.600,92.0,8.0,Poor,Good,Fair,Poor,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020602",Narraguinnep Canyon,Functioning at Risk,24987.500,92.0,8.0,Poor,Good,Good,Good,Fair,Fair,Fair,Fair,Poor,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020603",Cabin Creek-Dolores River,Functioning at Risk,21749.200,46.0,54.0,Poor,Good,Fair,Poor,Fair,Fair,Good,Fair,Good,Good,Good,Fair,,,,,,,,,,
San Juan National Forest,"140300020604",Lake Canyon-Dolores River Canyon,Functioning at Risk,45226.500,66.0,34.0,Poor,Fair,Good,Good,Fair,Fair,Poor,Fair,Good,Good,Fair,Fair,,,,,,,,,,
San Juan National Forest,"140300020605",Joe Davis Hill-Dolores River Canyon,Functioning at Risk,36646.700,7.0,93.0,Poor,Good,Good,Good,Good,Fair,Fair,Fair,Good,Good,Fair,Poor,,,,,,,,,,
Manti-Lasal National Forest,"140300020802",East Coyote Wash,Functioning Properly,40875.300,10.0,90.0,Good,Fair,Good,Fair,Fair,Poor,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Manti-Lasal National Forest,"140300020901","ID,CD",Functioning at Risk,19583.800,56.0,44.0,Poor,Fair,Good,Fair,Fair,Poor,Fair,Fair,Poor,Good,Good,Fair,,,,,,,,,,
Manti-Lasal National Forest,"140300020902",Deer Creek-La Sal Creek,Functioning at Risk,24858.700,59.0,41.0,Poor,Fair,Good,Poor,Poor,Poor,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,
Manti-Lasal National Forest,"140300020903",Lion Canyon-La Sal Creek,Functioning Properly,14890.400,22.0,78.0,Good,Fair,Good,Good,Good,Poor,Fair,Good,Poor,Good,Good,Fair,,,,,,,,,,
Manti-Lasal National Forest,"140300021102",Willow Basin Creek,Functioning at Risk,12829.700,50.0,50.0,Fair,Fair,Good,Fair,Good,Poor,Good,Poor,Good,Fair,Good,Good,,,,,,,,,,
Manti-Lasal National Forest,"140300021103",Outlet West Paradox Creek,Functioning Properly,23537.300,18.0,82.0,Fair,Good,Good,Good,Good,Poor,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030101",Howard Fork,Functioning Properly,10195.100,77.0,23.0,Poor,Good,Fair,Fair,Fair,Good,Good,Good,Good,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030102",Lake Fork,Functioning Properly,14975.800,91.0,9.0,Fair,Good,Good,Poor,Fair,Fair,Good,Good,Good,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030103",South Fork San Miguel River,Functioning at Risk,11932.800,61.0,39.0,Poor,Fair,Good,Poor,Fair,Fair,Good,Fair,Good,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030104",Bilk Creek,Functioning Properly,9118.000,69.0,31.0,Poor,Good,Poor,Good,Good,Fair,Good,Good,Good,Fair,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030303",Turner Creek-Beaver Creek,Functioning at Risk,25585.900,20.0,81.0,Fair,Fair,Good,Fair,Poor,Fair,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030304",McKenzie Creek,Functioning at Risk,30341.900,41.0,59.0,Poor,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030305",Specie Creek-San Miguel River,Functioning at Risk,24682.000,27.0,73.0,Poor,Fair,Good,Good,Good,Good,Fair,Fair,Good,Fair,Poor,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030306",Clay Creek,Functioning at Risk,15603.900,88.0,12.0,Poor,Fair,Good,Good,Fair,Fair,Fair,Fair,Good,Fair,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030307","140300030307",Functioning at Risk,16000.500,53.0,47.0,Poor,Fair,Good,Good,Fair,Fair,Fair,Fair,Fair,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030401",Headwaters Naturita Creek,Functioning at Risk,56070.600,28.0,72.0,Poor,Good,Good,Poor,Poor,Good,Fair,Good,Good,Fair,Fair,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030402",McKee Draw,Functioning at Risk,11494.300,47.0,53.0,Poor,Poor,Good,Poor,Fair,Good,Good,Fair,Good,Good,Poor,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030403",Callan Draw,Functioning Properly,13135.900,44.0,56.0,Good,Fair,Good,Good,Fair,Good,Good,Fair,Poor,Fair,Poor,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030404",McKee Draw-Naturita Creek,Functioning at Risk,11374.400,44.0,56.0,Good,Poor,Good,Good,Fair,Fair,Fair,Fair,Poor,Good,Poor,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030405",Headwaters Maverick Draw,Functioning Properly,30008.200,6.0,95.0,Fair,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030601",North Fork Tabeguache Creek,Functioning Properly,11623.800,100.0,0.0,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Fair,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030602",Headwaters Tabeguache Creek,Functioning at Risk,27263.300,94.0,6.0,Poor,Good,Good,Fair,Fair,Good,Fair,Fair,Good,Fair,Poor,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030603",Shavano Creek-Tabeguache Creek,Functioning Properly,26690.400,47.0,53.0,Poor,Fair,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030604",Spring Creek,Functioning Properly,13503.500,34.0,66.0,Poor,Fair,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030605",Campbell Creek,Functioning Properly,17722.900,41.0,59.0,Poor,Fair,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030701",Cottonwood Creek,Functioning at Risk,32748.700,82.0,18.0,Poor,Fair,Good,Fair,Poor,Fair,Fair,Fair,Good,Good,Poor,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030702",Bucktail Creeks-San Miguel River,Functioning Properly,21756.500,39.0,61.0,Good,Fair,Good,Good,Fair,Good,Fair,Fair,Fair,Fair,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030705",Coal Canyon,Functioning Properly,23353.700,17.0,83.0,Good,Good,Good,Good,Fair,Good,Good,Poor,Good,Good,Fair,Fair,,,,,,,,,,
Grand Mesa Uncomp Gunnison National Forest,"140300030706",Atkinson Creek,Functioning Properly,22114.300,27.0,73.0,Poor,Good,Good,Good,Fair,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040101",North Fork Saguache Creek,Functioning at Risk,13616.200,100.0,0.0,Poor,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,
Rio Grande National Forest,"130100040102",Horse Canyon,Functioning at Risk,11195.700,100.0,0.0,Poor,Poor,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010705",Dry Fork Little Bear Creek,Functioning Properly,18547.600,26.0,74.0,Good,Good,Good,Good,Good,Fair,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010706",Little Bear Creek,Functioning at Risk,19343.000,36.0,64.0,Poor,Good,Good,Poor,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010801",Pagoda Creek,Functioning Properly,12149.200,92.0,8.0,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010802",Upper South Fork Williams Fork,Functioning Properly,18171.000,83.0,17.0,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010803",Middle South Fork Williams Fork,Functioning Properly,16966.700,40.0,60.0,Good,Good,Good,Poor,Fair,Fair,Good,Good,Good,Good,Good,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010804",Lower South Fork Williams Fork,Functioning Properly,25078.300,53.0,48.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010901",Bunker Creek,Functioning Properly,11269.300,80.0,20.0,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Fair,Fair,,,,,,,,,,
White River National Forest,"140500050305",Veatch Gulch-White River,Functioning Properly,28344.800,5.0,95.0,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050306",Little Beaver Creek,Functioning Properly,33457.900,6.0,94.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050307",Coal Creek,Functioning Properly,30440.400,16.0,84.0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500050401",Flag Creek,Functioning Properly,33503.900,20.0,81.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040402",South Fork Carnero Creek,Functioning Properly,28213.600,98.0,2.0,Fair,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040403",North Fork Carnero Creek,Functioning Properly,16414.700,95.0,5.0,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040404",Coolbrush Canyon-Carnero Creek,Functioning Properly,16418.400,10.0,90.0,Good,Good,Good,Good,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Rio Grande National Forest,"130100040501",Headwaters La Garita Creek,Functioning at Risk,14440.400,100.0,0.0,Poor,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,Fair,Fair,,,,,,,,,,
Rio Grande National Forest,"130100040502",Little La Garita Creek-La Garita Creek,Functioning at Risk,19830.900,95.0,5.0,Poor,Poor,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Poor,Fair,,,,,,,,,,
Rio Grande National Forest,"130100040503",Castor Creek-La Garita Creek,Functioning at Risk,8977.600,59.0,41.0,Poor,Poor,Good,Good,Fair,Fair,Fair,Fair,Good,Good,Poor,Fair,,,,,,,,,,
Rio Grande National Forest,"130100040504",Outlet La Garita Creek,Functioning Properly,29905.600,9.0,91.0,Good,Fair,Good,Good,Good,Fair,Fair,Fair,Good,Good,Fair,Fair,,,,,,,,,,
Rio Grande National Forest,"130100040601",Tracy Canyon,Functioning Properly,13337.400,34.0,66.0,Good,Fair,Good,Good,Good,Fair,Fair,Good,Good,Good,Fair,Good,,,,,,,,,,
Rio Grande National Forest,"130100040603",Cottonwood Creek-San Juan Creek,Functioning at Risk,32570.300,7.0,93.0,Poor,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Fair,,,,,,,,,,
Ashley National Forest,"140401060903",Matt Warner Reservoir,Functioning Properly,28143.600,23.0,77.0,Fair,Fair,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010101",Headwaters Bear River,Functioning at Risk,14094.600,100.0,0.0,Poor,Good,Good,Fair,Fair,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010102",Yamcolo Reservoir-Bear River,Functioning at Risk,19216.100,73.0,27.0,Poor,Good,Good,Poor,Fair,Fair,Good,Good,Fair,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010103",Headwaters Yampa River,Functioning at Risk,29613.100,23.0,77.0,Fair,Fair,Good,Poor,Fair,Fair,Good,Good,Poor,Fair,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010104",Watson Creek,Functioning at Risk,13148.300,35.0,65.0,Poor,Good,Good,Fair,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010105",Headwaters South Hunt Creek,Functioning at Risk,13625.700,49.0,51.0,Poor,Good,Good,Poor,Good,Fair,Fair,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010106",Outlet Hunt Creek,Functioning at Risk,16211.100,40.0,60.0,Poor,Good,Good,Poor,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010107",Lawson Creek-Yampa River,Functioning Properly,23850.100,14.0,86.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010108",Silver Creek,Functioning Properly,15746.700,99.0,1.0,Poor,Good,Good,Good,Good,Good,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010109",Morrison Creek,Functioning at Risk,30240.300,74.0,26.0,Poor,Fair,Fair,Fair,Fair,Fair,Good,Fair,Poor,Fair,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010110",Sarvis Creek,Functioning Properly,26029.100,99.0,1.0,Poor,Good,Good,Good,Good,Fair,Good,Fair,Poor,Fair,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010111",Morrison Creek-Yampa River,Functioning Properly,20255.800,5.0,95.0,Good,Good,Good,Good,Good,Good,Good,Good,Poor,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010301",Deep Creek,Functioning Properly,32396.800,8.0,92.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010302",Big Creek,Functioning Properly,26247.600,82.0,18.0,Poor,Good,Good,Fair,Good,Good,Good,Fair,Poor,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010303",Headwaters Mad Creek,Functioning Properly,12235.100,99.0,1.0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010304",Outlet Mad Creek,Functioning Properly,13373.100,100.0,0.0,Poor,Good,Good,Good,Good,Fair,Good,Good,Poor,Fair,Fair,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010305",Salt Creek-Elk River,Functioning Properly,32332.800,8.0,92.0,Good,Fair,Good,Good,Good,Fair,Good,Good,Fair,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010503",Headwaters Fish Creek,Functioning at Risk,22079.000,51.0,50.0,Good,Fair,Good,Good,Good,Fair,Fair,Good,Fair,Good,Poor,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010601",Headwaters Elkhead Creek,Functioning at Risk,29665.300,93.0,7.0,Fair,Poor,Good,Good,Poor,Fair,Poor,Good,Good,Good,Fair,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010602",North Fork Elkhead Creek,Functioning Properly,14416.800,84.0,16.0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010603",Upper Elkhead Creek,Functioning Properly,13758.100,69.0,31.0,Fair,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010605",Middle Elkhead Creek,Functioning Properly,15320.800,8.0,92.0,Good,Good,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010701",Headwaters Fortification Creek,Functioning Properly,22597.100,20.0,80.0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010704",Little Cottonwood Creek-Fortification Creek,Functioning Properly,17976.100,8.0,92.0,Good,Good,Good,Good,Fair,Poor,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010904",Willow Creek,Functioning Properly,16267.200,14.0,86.0,Good,Fair,Good,Good,Fair,Fair,Fair,Good,Good,Good,Poor,Fair,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500010905",Middle East Fork Williams Fork,Functioning Properly,21306.300,23.0,77.0,Poor,Good,Good,Good,Good,Good,Good,Good,Good,Good,Fair,Fair,,,,,,,,,,
White River National Forest,"140500011003",Deer Creek,Functioning Properly,18587.700,22.0,78.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
White River National Forest,"140500011004",Morapos Creek,Functioning Properly,18127.800,35.0,65.0,Good,Good,Good,Good,Good,Fair,Good,Good,Good,Good,Good,Good,,,,,,,,,,
Medicine Bow-Routt National Forest,"140500030110",Lower Battle Creek,Functioning at Risk,18822.000,73.0,27.0,Poor,Good,Good,Fair,Good,Fair,Good,Fair,Good,Good,Fair,Fair,,,,,,,,,,
